Zonas de movilidad;Periodo;Total
León;19/6/2020;19,07
León;18/6/2020;18,57
León;17/6/2020;18,09
León;16/6/2020;18,10
León;15/6/2020;17,93
León;14/6/2020;12,23
León;13/6/2020;14,59
León;12/6/2020;17,04
León;11/6/2020;18,09
León;10/6/2020;18,48
León;9/6/2020;16,71
León;8/6/2020;17,10
León;7/6/2020;11,15
León;6/6/2020;15,06
León;5/6/2020;17,39
León;4/6/2020;16,56
León;3/6/2020;17,07
León;2/6/2020;17,23
León;1/6/2020;16,81
León;31/5/2020;10,96
León;30/5/2020;15,06
León;29/5/2020;17,01
León;28/5/2020;17,26
León;27/5/2020;17,13
León;26/5/2020;16,89
León;25/5/2020;16,59
León;24/5/2020;8,72
León;23/5/2020;11,15
León;22/5/2020;14,52
León;21/5/2020;14,58
León;20/5/2020;14,56
León;19/5/2020;14,64
León;18/5/2020;13,87
León;17/5/2020;7,25
León;16/5/2020;9,69
León;15/5/2020;12,65
León;14/5/2020;13,78
León;13/5/2020;13,94
León;12/5/2020;14,15
León;11/5/2020;13,20
León;10/5/2020;7,15
León;9/5/2020;8,18
León;8/5/2020;13,66
León;7/5/2020;13,65
León;6/5/2020;13,70
León;5/5/2020;14,12
León;4/5/2020;13,37
León;3/5/2020;7,44
León;2/5/2020;7,94
León;1/5/2020;7,03
León;30/4/2020;11,38
León;29/4/2020;11,31
León;28/4/2020;11,33
León;27/4/2020;11,28
León;26/4/2020;5,56
León;25/4/2020;7,89
León;24/4/2020;10,61
León;23/4/2020;7,72
León;22/4/2020;11,65
León;21/4/2020;11,25
León;20/4/2020;10,89
León;19/4/2020;5,70
León;18/4/2020;7,80
León;17/4/2020;10,77
León;16/4/2020;11,51
León;15/4/2020;10,84
León;14/4/2020;10,82
León;13/4/2020;10,90
León;12/4/2020;6,02
León;11/4/2020;7,35
León;10/4/2020;6,32
León;9/4/2020;7,24
León;8/4/2020;10,24
León;7/4/2020;10,00
León;6/4/2020;9,43
León;5/4/2020;5,78
León;4/4/2020;7,51
León;3/4/2020;10,21
León;2/4/2020;9,32
León;1/4/2020;9,20
León;31/3/2020;9,52
León;30/3/2020;9,99
León;28/3/2020;8,02
León;26/3/2020;11,91
León;24/3/2020;11,68
León;22/3/2020;5,92
León;20/3/2020;11,79
León;18/3/2020;12,25
León;16/3/2020;13,24
León;18/11/2019;29,80
Palencia;20/6/2020;16,47
Palencia;19/6/2020;19,00
Palencia;18/6/2020;18,68
Palencia;17/6/2020;18,09
Palencia;16/6/2020;18,19
Palencia;15/6/2020;17,69
Palencia;14/6/2020;12,40
Palencia;13/6/2020;14,36
Palencia;12/6/2020;16,86
Palencia;11/6/2020;18,03
Palencia;10/6/2020;18,46
Palencia;9/6/2020;16,33
Palencia;8/6/2020;16,45
Palencia;7/6/2020;10,43
Palencia;6/6/2020;14,51
Palencia;5/6/2020;17,69
Palencia;4/6/2020;16,33
Palencia;3/6/2020;17,05
Palencia;2/6/2020;17,35
Palencia;1/6/2020;16,42
Palencia;31/5/2020;10,64
Palencia;30/5/2020;14,66
Palencia;29/5/2020;17,21
Palencia;28/5/2020;17,39
Palencia;27/5/2020;16,93
Palencia;26/5/2020;16,88
Palencia;25/5/2020;16,16
Palencia;24/5/2020;7,77
Palencia;23/5/2020;10,26
Palencia;22/5/2020;14,50
Palencia;21/5/2020;14,36
Palencia;20/5/2020;14,37
Palencia;19/5/2020;14,37
Palencia;18/5/2020;13,43
Palencia;17/5/2020;6,79
Palencia;16/5/2020;8,93
Palencia;15/5/2020;12,94
Palencia;14/5/2020;13,79
Palencia;13/5/2020;13,49
Palencia;12/5/2020;14,07
Palencia;11/5/2020;13,38
Palencia;10/5/2020;6,94
Palencia;9/5/2020;7,87
Palencia;8/5/2020;13,66
Palencia;7/5/2020;13,73
Palencia;6/5/2020;14,13
Palencia;5/5/2020;14,49
Palencia;4/5/2020;13,50
Palencia;3/5/2020;7,43
Palencia;2/5/2020;7,54
Palencia;1/5/2020;6,96
Palencia;30/4/2020;11,51
Palencia;29/4/2020;11,51
Palencia;28/4/2020;11,46
Palencia;27/4/2020;10,86
Palencia;26/4/2020;5,35
Palencia;25/4/2020;7,32
Palencia;24/4/2020;9,95
Palencia;23/4/2020;7,32
Palencia;22/4/2020;11,40
Palencia;21/4/2020;10,44
Palencia;20/4/2020;10,17
Palencia;19/4/2020;5,05
Palencia;18/4/2020;7,09
Palencia;17/4/2020;10,33
Palencia;16/4/2020;11,11
Palencia;15/4/2020;10,84
Palencia;14/4/2020;10,67
Palencia;13/4/2020;10,02
Palencia;12/4/2020;5,69
Palencia;11/4/2020;6,68
Palencia;10/4/2020;5,68
Palencia;9/4/2020;7,21
Palencia;8/4/2020;10,02
Palencia;7/4/2020;9,98
Palencia;6/4/2020;9,04
Palencia;5/4/2020;5,98
Palencia;4/4/2020;7,45
Palencia;3/4/2020;9,98
Palencia;2/4/2020;9,04
Palencia;1/4/2020;8,78
Palencia;31/3/2020;9,30
Palencia;30/3/2020;9,74
Palencia;28/3/2020;8,01
Palencia;26/3/2020;11,68
Palencia;24/3/2020;11,54
Palencia;22/3/2020;5,71
Palencia;20/3/2020;11,79
Palencia;18/3/2020;12,31
Palencia;16/3/2020;12,88
Palencia;18/11/2019;31,07
Salamanca;20/6/2020;15,97
Salamanca;19/6/2020;18,57
Salamanca;18/6/2020;18,20
Salamanca;17/6/2020;18,02
Salamanca;16/6/2020;18,16
Salamanca;15/6/2020;17,63
Salamanca;14/6/2020;12,27
Salamanca;13/6/2020;13,72
Salamanca;12/6/2020;13,80
Salamanca;11/6/2020;17,97
Salamanca;10/6/2020;18,21
Salamanca;9/6/2020;16,08
Salamanca;8/6/2020;16,81
Salamanca;7/6/2020;11,02
Salamanca;6/6/2020;14,39
Salamanca;5/6/2020;17,14
Salamanca;4/6/2020;16,30
Salamanca;3/6/2020;16,67
Salamanca;2/6/2020;16,96
Salamanca;1/6/2020;15,88
Salamanca;31/5/2020;10,92
Salamanca;30/5/2020;14,32
Salamanca;29/5/2020;16,57
Salamanca;28/5/2020;16,98
Salamanca;27/5/2020;16,58
Salamanca;26/5/2020;16,67
Salamanca;25/5/2020;16,05
Salamanca;24/5/2020;8,11
Salamanca;23/5/2020;10,53
Salamanca;22/5/2020;14,05
Salamanca;21/5/2020;13,97
Salamanca;20/5/2020;13,99
Salamanca;19/5/2020;13,97
Salamanca;18/5/2020;13,90
Salamanca;17/5/2020;7,28
Salamanca;16/5/2020;9,28
Salamanca;15/5/2020;12,97
Salamanca;14/5/2020;13,40
Salamanca;13/5/2020;13,45
Salamanca;12/5/2020;13,61
Salamanca;11/5/2020;12,82
Salamanca;10/5/2020;7,15
Salamanca;9/5/2020;7,66
Salamanca;8/5/2020;13,39
Salamanca;7/5/2020;13,09
Salamanca;6/5/2020;13,15
Salamanca;5/5/2020;13,54
Salamanca;4/5/2020;13,17
Salamanca;3/5/2020;7,69
Salamanca;2/5/2020;7,91
Salamanca;1/5/2020;7,23
Salamanca;30/4/2020;11,35
Salamanca;29/4/2020;11,19
Salamanca;28/4/2020;11,03
Salamanca;27/4/2020;10,73
Salamanca;26/4/2020;6,02
Salamanca;25/4/2020;7,73
Salamanca;24/4/2020;10,47
Salamanca;23/4/2020;7,63
Salamanca;22/4/2020;11,51
Salamanca;21/4/2020;11,01
Salamanca;20/4/2020;10,74
Salamanca;19/4/2020;6,15
Salamanca;18/4/2020;7,85
Salamanca;17/4/2020;10,68
Salamanca;16/4/2020;11,31
Salamanca;15/4/2020;10,51
Salamanca;14/4/2020;10,51
Salamanca;13/4/2020;11,08
Salamanca;12/4/2020;6,33
Salamanca;11/4/2020;7,59
Salamanca;10/4/2020;6,70
Salamanca;9/4/2020;7,67
Salamanca;8/4/2020;10,11
Salamanca;7/4/2020;10,07
Salamanca;6/4/2020;10,00
Salamanca;5/4/2020;6,27
Salamanca;4/4/2020;7,52
Salamanca;3/4/2020;10,24
Salamanca;2/4/2020;9,27
Salamanca;1/4/2020;9,32
Salamanca;31/3/2020;9,53
Salamanca;30/3/2020;9,90
Salamanca;28/3/2020;7,67
Salamanca;26/3/2020;11,26
Salamanca;24/3/2020;11,19
Salamanca;22/3/2020;6,20
Salamanca;20/3/2020;11,70
Salamanca;18/3/2020;12,25
Salamanca;16/3/2020;12,95
Salamanca;18/11/2019;28,12
Segovia;20/6/2020;14,30
Segovia;19/6/2020;17,20
Segovia;18/6/2020;17,01
Segovia;17/6/2020;16,75
Segovia;16/6/2020;15,84
Segovia;15/6/2020;16,14
Segovia;14/6/2020;11,03
Segovia;13/6/2020;12,90
Segovia;12/6/2020;14,94
Segovia;11/6/2020;16,44
Segovia;10/6/2020;16,38
Segovia;9/6/2020;14,48
Segovia;8/6/2020;15,05
Segovia;7/6/2020;9,48
Segovia;6/6/2020;13,21
Segovia;5/6/2020;15,68
Segovia;4/6/2020;16,33
Segovia;3/6/2020;15,57
Segovia;2/6/2020;15,67
Segovia;1/6/2020;14,82
Segovia;31/5/2020;9,28
Segovia;30/5/2020;12,90
Segovia;29/5/2020;15,15
Segovia;28/5/2020;15,60
Segovia;27/5/2020;15,15
Segovia;26/5/2020;15,14
Segovia;25/5/2020;14,33
Segovia;24/5/2020;7,04
Segovia;23/5/2020;9,41
Segovia;22/5/2020;13,12
Segovia;21/5/2020;13,25
Segovia;20/5/2020;13,37
Segovia;19/5/2020;13,31
Segovia;18/5/2020;12,51
Segovia;17/5/2020;6,45
Segovia;16/5/2020;8,00
Segovia;15/5/2020;11,88
Segovia;14/5/2020;12,37
Segovia;13/5/2020;12,45
Segovia;12/5/2020;12,94
Segovia;11/5/2020;11,85
Segovia;10/5/2020;5,88
Segovia;9/5/2020;6,84
Segovia;8/5/2020;12,26
Segovia;7/5/2020;12,28
Segovia;6/5/2020;12,08
Segovia;5/5/2020;12,88
Segovia;4/5/2020;12,10
Segovia;3/5/2020;6,56
Segovia;2/5/2020;7,17
Segovia;1/5/2020;6,52
Segovia;30/4/2020;10,74
Segovia;29/4/2020;10,75
Segovia;28/4/2020;10,95
Segovia;27/4/2020;10,40
Segovia;26/4/2020;5,20
Segovia;25/4/2020;6,91
Segovia;24/4/2020;9,55
Segovia;23/4/2020;7,29
Segovia;22/4/2020;10,56
Segovia;21/4/2020;10,19
Segovia;20/4/2020;9,89
Segovia;19/4/2020;4,96
Segovia;18/4/2020;6,79
Segovia;17/4/2020;9,82
Segovia;16/4/2020;10,42
Segovia;15/4/2020;9,95
Segovia;14/4/2020;9,93
Segovia;13/4/2020;9,26
Segovia;12/4/2020;4,96
Segovia;11/4/2020;6,07
Segovia;10/4/2020;5,27
Segovia;9/4/2020;6,40
Segovia;8/4/2020;9,02
Segovia;7/4/2020;9,17
Segovia;6/4/2020;8,04
Segovia;5/4/2020;5,03
Segovia;4/4/2020;6,55
Segovia;3/4/2020;8,96
Segovia;2/4/2020;8,37
Segovia;1/4/2020;8,28
Segovia;31/3/2020;8,54
Segovia;30/3/2020;8,61
Segovia;28/3/2020;6,61
Segovia;26/3/2020;10,25
Segovia;24/3/2020;10,47
Segovia;22/3/2020;5,29
Segovia;20/3/2020;11,63
Segovia;18/3/2020;12,08
Segovia;16/3/2020;12,63
Segovia;18/11/2019;29,04
Soria;20/6/2020;11,47
Soria;19/6/2020;12,30
Soria;18/6/2020;12,57
Soria;17/6/2020;11,81
Soria;16/6/2020;12,22
Soria;15/6/2020;11,47
Soria;14/6/2020;8,62
Soria;13/6/2020;9,29
Soria;12/6/2020;11,20
Soria;11/6/2020;11,80
Soria;10/6/2020;11,99
Soria;9/6/2020;10,46
Soria;8/6/2020;10,36
Soria;7/6/2020;6,10
Soria;6/6/2020;9,80
Soria;5/6/2020;11,31
Soria;4/6/2020;10,90
Soria;3/6/2020;11,01
Soria;2/6/2020;11,04
Soria;1/6/2020;10,47
Soria;31/5/2020;7,60
Soria;30/5/2020;10,16
Soria;29/5/2020;11,20
Soria;28/5/2020;11,06
Soria;27/5/2020;11,52
Soria;26/5/2020;10,76
Soria;25/5/2020;10,33
Soria;24/5/2020;4,80
Soria;23/5/2020;6,16
Soria;22/5/2020;9,38
Soria;21/5/2020;9,63
Soria;20/5/2020;9,42
Soria;19/5/2020;9,47
Soria;18/5/2020;8,87
Soria;17/5/2020;4,24
Soria;16/5/2020;5,35
Soria;15/5/2020;8,18
Soria;14/5/2020;8,84
Soria;13/5/2020;8,80
Soria;12/5/2020;8,81
Soria;11/5/2020;7,95
Soria;10/5/2020;3,91
Soria;9/5/2020;4,44
Soria;8/5/2020;8,57
Soria;7/5/2020;8,76
Soria;6/5/2020;8,74
Soria;5/5/2020;8,93
Soria;4/5/2020;8,26
Soria;3/5/2020;4,37
Soria;2/5/2020;4,45
Soria;1/5/2020;4,21
Soria;30/4/2020;7,54
Soria;29/4/2020;7,63
Soria;28/4/2020;7,29
Soria;27/4/2020;6,57
Soria;26/4/2020;3,04
Soria;25/4/2020;4,38
Soria;24/4/2020;6,44
Soria;23/4/2020;5,15
Soria;22/4/2020;7,17
Soria;21/4/2020;7,40
Soria;20/4/2020;6,81
Soria;19/4/2020;3,19
Soria;18/4/2020;4,62
Soria;17/4/2020;7,22
Soria;16/4/2020;7,28
Soria;15/4/2020;7,02
Soria;14/4/2020;6,87
Soria;13/4/2020;6,54
Soria;12/4/2020;3,03
Soria;11/4/2020;3,63
Soria;10/4/2020;3,39
Soria;9/4/2020;4,35
Soria;8/4/2020;6,27
Soria;7/4/2020;6,07
Soria;6/4/2020;5,74
Soria;5/4/2020;3,33
Soria;4/4/2020;4,18
Soria;3/4/2020;6,09
Soria;2/4/2020;5,71
Soria;1/4/2020;5,62
Soria;31/3/2020;5,57
Soria;30/3/2020;5,80
Soria;28/3/2020;4,30
Soria;26/3/2020;7,31
Soria;24/3/2020;7,27
Soria;22/3/2020;3,17
Soria;20/3/2020;7,64
Soria;18/3/2020;8,23
Soria;16/3/2020;7,85
Soria;18/11/2019;17,67
Valladolid;20/6/2020;17,82
Valladolid;19/6/2020;21,97
Valladolid;18/6/2020;21,63
Valladolid;17/6/2020;21,20
Valladolid;16/6/2020;20,96
Valladolid;15/6/2020;19,81
Valladolid;14/6/2020;13,17
Valladolid;13/6/2020;15,64
Valladolid;12/6/2020;19,73
Valladolid;11/6/2020;21,12
Valladolid;10/6/2020;21,19
Valladolid;9/6/2020;18,99
Valladolid;8/6/2020;18,91
Valladolid;7/6/2020;11,52
Valladolid;6/6/2020;15,95
Valladolid;5/6/2020;19,94
Valladolid;4/6/2020;19,05
Valladolid;3/6/2020;19,59
Valladolid;2/6/2020;19,84
Valladolid;1/6/2020;18,23
Valladolid;31/5/2020;11,52
Valladolid;30/5/2020;15,72
Valladolid;29/5/2020;19,50
Valladolid;28/5/2020;19,43
Valladolid;27/5/2020;19,22
Valladolid;26/5/2020;19,20
Valladolid;25/5/2020;17,92
Valladolid;24/5/2020;7,81
Valladolid;23/5/2020;10,80
Valladolid;22/5/2020;16,11
Valladolid;21/5/2020;16,48
Valladolid;20/5/2020;16,00
Valladolid;19/5/2020;15,84
Valladolid;18/5/2020;14,90
Valladolid;17/5/2020;7,05
Valladolid;16/5/2020;9,56
Valladolid;15/5/2020;14,74
Valladolid;14/5/2020;14,84
Valladolid;13/5/2020;10,88
Valladolid;12/5/2020;15,95
Valladolid;11/5/2020;14,70
Valladolid;10/5/2020;7,05
Valladolid;9/5/2020;7,64
Valladolid;8/5/2020;14,90
Valladolid;7/5/2020;14,92
Valladolid;6/5/2020;15,14
Valladolid;5/5/2020;15,41
Valladolid;4/5/2020;14,46
Valladolid;3/5/2020;7,64
Valladolid;2/5/2020;7,78
Valladolid;1/5/2020;7,01
Valladolid;30/4/2020;12,41
Valladolid;29/4/2020;12,59
Valladolid;28/4/2020;12,34
Valladolid;27/4/2020;11,43
Valladolid;26/4/2020;5,82
Valladolid;25/4/2020;7,59
Valladolid;24/4/2020;10,62
Valladolid;23/4/2020;7,19
Valladolid;22/4/2020;12,07
Valladolid;21/4/2020;11,72
Valladolid;20/4/2020;11,38
Valladolid;19/4/2020;5,55
Valladolid;18/4/2020;7,55
Valladolid;17/4/2020;11,36
Valladolid;16/4/2020;11,90
Valladolid;15/4/2020;11,19
Valladolid;14/4/2020;11,10
Valladolid;13/4/2020;10,84
Valladolid;12/4/2020;5,99
Valladolid;11/4/2020;7,09
Valladolid;10/4/2020;6,10
Valladolid;9/4/2020;7,22
Valladolid;8/4/2020;10,43
Valladolid;7/4/2020;10,39
Valladolid;6/4/2020;9,63
Valladolid;5/4/2020;5,81
Valladolid;4/4/2020;7,40
Valladolid;3/4/2020;10,26
Valladolid;2/4/2020;9,35
Valladolid;1/4/2020;9,22
Valladolid;31/3/2020;9,77
Valladolid;30/3/2020;10,05
Valladolid;28/3/2020;7,42
Valladolid;26/3/2020;12,16
Valladolid;24/3/2020;12,09
Valladolid;22/3/2020;5,82
Valladolid;20/3/2020;12,29
Valladolid;18/3/2020;13,05
Valladolid;16/3/2020;14,27
Valladolid;18/11/2019;28,99
Zamora;20/6/2020;13,37
Zamora;19/6/2020;16,24
Zamora;18/6/2020;15,97
Zamora;17/6/2020;16,69
Zamora;16/6/2020;15,42
Zamora;15/6/2020;15,20
Zamora;14/6/2020;9,80
Zamora;13/6/2020;11,94
Zamora;12/6/2020;14,25
Zamora;11/6/2020;15,42
Zamora;10/6/2020;15,63
Zamora;9/6/2020;14,45
Zamora;8/6/2020;14,64
Zamora;7/6/2020;9,17
Zamora;6/6/2020;12,69
Zamora;5/6/2020;14,95
Zamora;4/6/2020;14,68
Zamora;3/6/2020;14,90
Zamora;2/6/2020;15,40
Zamora;1/6/2020;11,98
Zamora;31/5/2020;9,15
Zamora;30/5/2020;12,51
Zamora;29/5/2020;14,87
Zamora;28/5/2020;15,06
Zamora;27/5/2020;14,75
Zamora;26/5/2020;14,87
Zamora;25/5/2020;14,27
Zamora;24/5/2020;6,78
Zamora;23/5/2020;9,36
Zamora;22/5/2020;12,81
Zamora;21/5/2020;13,00
Zamora;20/5/2020;13,01
Zamora;19/5/2020;13,09
Zamora;18/5/2020;12,14
Zamora;17/5/2020;6,35
Zamora;16/5/2020;8,55
Zamora;15/5/2020;11,86
Zamora;14/5/2020;12,07
Zamora;13/5/2020;12,29
Zamora;12/5/2020;12,61
Zamora;11/5/2020;11,83
Zamora;10/5/2020;6,23
Zamora;9/5/2020;7,17
Zamora;8/5/2020;12,22
Zamora;7/5/2020;12,18
Zamora;6/5/2020;12,30
Zamora;5/5/2020;12,98
Zamora;4/5/2020;11,69
Zamora;3/5/2020;6,56
Zamora;2/5/2020;7,10
Zamora;1/5/2020;6,60
Zamora;30/4/2020;10,63
Zamora;29/4/2020;10,58
Zamora;28/4/2020;10,34
Zamora;27/4/2020;9,64
Zamora;26/4/2020;5,21
Zamora;25/4/2020;7,08
Zamora;24/4/2020;9,70
Zamora;23/4/2020;7,08
Zamora;22/4/2020;10,76
Zamora;21/4/2020;9,93
Zamora;20/4/2020;9,25
Zamora;19/4/2020;4,82
Zamora;18/4/2020;6,81
Zamora;17/4/2020;9,65
Zamora;16/4/2020;10,26
Zamora;15/4/2020;9,82
Zamora;14/4/2020;9,88
Zamora;13/4/2020;9,23
Zamora;12/4/2020;4,83
Zamora;11/4/2020;6,32
Zamora;10/4/2020;5,42
Zamora;9/4/2020;6,60
Zamora;8/4/2020;9,24
Zamora;7/4/2020;9,07
Zamora;6/4/2020;8,27
Zamora;5/4/2020;4,88
Zamora;4/4/2020;6,85
Zamora;3/4/2020;9,05
Zamora;2/4/2020;8,36
Zamora;1/4/2020;8,45
Zamora;31/3/2020;8,43
Zamora;30/3/2020;8,78
Zamora;28/3/2020;6,88
Zamora;26/3/2020;10,38
Zamora;24/3/2020;10,29
Zamora;22/3/2020;5,18
Zamora;20/3/2020;10,54
Zamora;18/3/2020;10,98
Zamora;16/3/2020;11,52
Zamora;18/11/2019;25,99
Albacete;20/6/2020;11,27
Albacete;19/6/2020;13,32
Albacete;18/6/2020;13,28
Albacete;17/6/2020;12,95
Albacete;16/6/2020;12,95
Albacete;15/6/2020;12,32
Albacete;14/6/2020;8,44
Albacete;13/6/2020;10,43
Albacete;12/6/2020;11,15
Albacete;11/6/2020;10,87
Albacete;10/6/2020;13,48
Albacete;9/6/2020;10,56
Albacete;8/6/2020;11,13
Albacete;7/6/2020;8,03
Albacete;6/6/2020;10,84
Albacete;5/6/2020;11,99
Albacete;4/6/2020;11,60
Albacete;3/6/2020;11,74
Albacete;2/6/2020;12,33
Albacete;1/6/2020;11,51
Albacete;31/5/2020;7,50
Albacete;30/5/2020;9,97
Albacete;29/5/2020;11,93
Albacete;28/5/2020;11,65
Albacete;27/5/2020;11,36
Albacete;26/5/2020;11,13
Albacete;25/5/2020;11,04
Albacete;24/5/2020;7,12
Albacete;23/5/2020;8,99
Albacete;22/5/2020;10,58
Albacete;21/5/2020;10,56
Albacete;20/5/2020;10,68
Albacete;19/5/2020;10,84
Albacete;18/5/2020;9,86
Albacete;17/5/2020;4,37
Albacete;16/5/2020;5,66
Albacete;15/5/2020;8,39
Albacete;14/5/2020;8,77
Albacete;13/5/2020;8,82
Albacete;12/5/2020;8,97
Albacete;11/5/2020;8,78
Albacete;10/5/2020;4,33
Albacete;9/5/2020;5,19
Albacete;8/5/2020;9,06
Albacete;7/5/2020;9,06
Albacete;6/5/2020;9,62
Albacete;5/5/2020;9,41
Albacete;4/5/2020;8,77
Albacete;3/5/2020;4,96
Albacete;2/5/2020;4,96
Albacete;1/5/2020;4,83
Albacete;30/4/2020;8,07
Albacete;29/4/2020;7,64
Albacete;28/4/2020;7,51
Albacete;27/4/2020;7,06
Albacete;26/4/2020;3,47
Albacete;25/4/2020;4,91
Albacete;24/4/2020;7,26
Albacete;23/4/2020;7,24
Albacete;22/4/2020;7,64
Albacete;21/4/2020;7,43
Albacete;20/4/2020;6,99
Albacete;19/4/2020;3,43
Albacete;18/4/2020;4,93
Albacete;17/4/2020;7,15
Albacete;16/4/2020;7,36
Albacete;15/4/2020;6,85
Albacete;14/4/2020;6,92
Albacete;13/4/2020;6,04
Albacete;12/4/2020;5,02
Albacete;11/4/2020;6,34
Albacete;10/4/2020;5,15
Albacete;9/4/2020;6,30
Albacete;8/4/2020;6,72
Albacete;7/4/2020;6,99
Albacete;6/4/2020;8,22
Albacete;5/4/2020;4,96
Albacete;4/4/2020;4,83
Albacete;3/4/2020;6,40
Albacete;2/4/2020;5,86
Albacete;1/4/2020;5,84
Albacete;31/3/2020;6,06
Albacete;30/3/2020;6,48
Albacete;28/3/2020;5,22
Albacete;26/3/2020;7,49
Albacete;24/3/2020;9,02
Albacete;22/3/2020;4,50
Albacete;20/3/2020;8,75
Albacete;18/3/2020;9,51
Albacete;16/3/2020;9,90
Albacete;18/11/2019;25,25
Ciudad Real;20/6/2020;10,15
Ciudad Real;19/6/2020;12,52
Ciudad Real;18/6/2020;12,51
Ciudad Real;17/6/2020;12,33
Ciudad Real;16/6/2020;12,16
Ciudad Real;15/6/2020;12,19
Ciudad Real;14/6/2020;7,82
Ciudad Real;13/6/2020;9,47
Ciudad Real;12/6/2020;10,86
Ciudad Real;11/6/2020;9,57
Ciudad Real;10/6/2020;12,22
Ciudad Real;9/6/2020;10,86
Ciudad Real;8/6/2020;11,50
Ciudad Real;7/6/2020;7,29
Ciudad Real;6/6/2020;9,62
Ciudad Real;5/6/2020;11,58
Ciudad Real;4/6/2020;11,54
Ciudad Real;3/6/2020;11,60
Ciudad Real;2/6/2020;11,69
Ciudad Real;1/6/2020;10,42
Ciudad Real;31/5/2020;6,91
Ciudad Real;30/5/2020;8,96
Ciudad Real;29/5/2020;10,92
Ciudad Real;28/5/2020;11,26
Ciudad Real;27/5/2020;11,02
Ciudad Real;26/5/2020;10,44
Ciudad Real;25/5/2020;10,85
Ciudad Real;24/5/2020;6,64
Ciudad Real;23/5/2020;8,39
Ciudad Real;22/5/2020;10,26
Ciudad Real;21/5/2020;10,37
Ciudad Real;20/5/2020;10,39
Ciudad Real;19/5/2020;10,57
Ciudad Real;18/5/2020;9,98
Ciudad Real;17/5/2020;4,12
Ciudad Real;16/5/2020;5,56
Ciudad Real;15/5/2020;7,89
Ciudad Real;14/5/2020;8,37
Ciudad Real;13/5/2020;8,65
Ciudad Real;12/5/2020;8,44
Ciudad Real;11/5/2020;8,69
Ciudad Real;10/5/2020;3,92
Ciudad Real;9/5/2020;4,72
Ciudad Real;8/5/2020;8,49
Ciudad Real;7/5/2020;8,57
Ciudad Real;6/5/2020;8,72
Ciudad Real;5/5/2020;8,86
Ciudad Real;4/5/2020;8,53
Ciudad Real;3/5/2020;4,17
Ciudad Real;2/5/2020;4,86
Ciudad Real;1/5/2020;4,80
Ciudad Real;30/4/2020;7,54
Ciudad Real;29/4/2020;7,61
Ciudad Real;28/4/2020;7,54
Ciudad Real;27/4/2020;7,14
Ciudad Real;26/4/2020;3,31
Ciudad Real;25/4/2020;4,67
Ciudad Real;24/4/2020;7,22
Ciudad Real;23/4/2020;7,31
Ciudad Real;22/4/2020;7,30
Ciudad Real;21/4/2020;7,12
Ciudad Real;20/4/2020;7,04
Ciudad Real;19/4/2020;3,43
Ciudad Real;18/4/2020;4,86
Ciudad Real;17/4/2020;7,16
Ciudad Real;16/4/2020;7,17
Ciudad Real;15/4/2020;6,65
Ciudad Real;14/4/2020;7,01
Ciudad Real;13/4/2020;4,53
Ciudad Real;12/4/2020;3,38
Ciudad Real;11/4/2020;4,05
Ciudad Real;10/4/2020;3,08
Ciudad Real;9/4/2020;4,14
Ciudad Real;8/4/2020;6,00
Ciudad Real;7/4/2020;5,89
Ciudad Real;6/4/2020;5,48
Ciudad Real;5/4/2020;3,25
Ciudad Real;4/4/2020;4,30
Ciudad Real;3/4/2020;5,83
Ciudad Real;2/4/2020;5,59
Ciudad Real;1/4/2020;5,31
Ciudad Real;31/3/2020;5,18
Ciudad Real;30/3/2020;5,84
Ciudad Real;28/3/2020;4,41
Ciudad Real;26/3/2020;7,02
Ciudad Real;24/3/2020;6,79
Ciudad Real;22/3/2020;3,13
Ciudad Real;20/3/2020;6,97
Ciudad Real;18/3/2020;8,05
Ciudad Real;16/3/2020;8,29
Ciudad Real;18/11/2019;17,07
Cuenca;20/6/2020;11,54
Cuenca;19/6/2020;13,64
Cuenca;18/6/2020;14,01
Cuenca;17/6/2020;13,76
Cuenca;16/6/2020;13,71
Cuenca;15/6/2020;13,54
Cuenca;14/6/2020;8,97
Cuenca;13/6/2020;10,63
Cuenca;12/6/2020;11,89
Cuenca;11/6/2020;11,61
Cuenca;10/6/2020;13,61
Cuenca;9/6/2020;11,69
Cuenca;8/6/2020;12,27
Cuenca;7/6/2020;8,17
Cuenca;6/6/2020;11,16
Cuenca;5/6/2020;12,65
Cuenca;4/6/2020;12,50
Cuenca;3/6/2020;13,09
Cuenca;2/6/2020;13,18
Cuenca;1/6/2020;11,79
Cuenca;31/5/2020;8,10
Cuenca;30/5/2020;10,56
Cuenca;29/5/2020;12,63
Cuenca;28/5/2020;12,48
Cuenca;27/5/2020;12,45
Cuenca;26/5/2020;11,99
Cuenca;25/5/2020;11,99
Cuenca;24/5/2020;7,37
Cuenca;23/5/2020;9,49
Cuenca;22/5/2020;11,65
Cuenca;21/5/2020;11,75
Cuenca;20/5/2020;11,67
Cuenca;19/5/2020;11,62
Cuenca;18/5/2020;11,05
Cuenca;17/5/2020;5,82
Cuenca;16/5/2020;6,95
Cuenca;15/5/2020;8,87
Cuenca;14/5/2020;9,54
Cuenca;13/5/2020;9,89
Cuenca;12/5/2020;10,19
Cuenca;11/5/2020;9,92
Cuenca;10/5/2020;4,00
Cuenca;9/5/2020;5,45
Cuenca;8/5/2020;9,66
Cuenca;7/5/2020;9,65
Cuenca;6/5/2020;9,85
Cuenca;5/5/2020;9,90
